time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
2023-09-30 01:00:00+09:00,100.0,21.952833240379253,56.0,1013.0,5.31,350.0,0.0,0.0,13.736363636363636,20.725454545454543,0.0,16.414860242782538,-56.66896671848251
2023-09-30 02:00:00+09:00,100.0,20.030545256270447,57.00654307524537,1013.0,6.921352235550708,349.99945474372953,0.000321701199563795,0.0,14.8421875,16.1,0.0,39.910718988893905,-50.805104304318036
2023-09-30 03:00:00+09:00,91.19922523519645,21.186458218040954,61.177089097952404,1012.022136137244,7.6007304925290535,345.0885445489762,1.0593746541228557,0.0,15.98,15.940000000000001,0.0,57.05859508220573,-41.55613850557769
2023-09-30 04:00:00+09:00,100.0,20.03,76.0,1012.0,11.318817145957677,355.63103635377104,0.5611177428106349,0.0,15.570491803278689,12.978688524590165,0.0,69.6935326450228,-30.543415356069797
2023-09-30 05:00:00+09:00,100.0,17.945550586920067,76.0,1012.0,10.23,16.0,2.356920067076579,0.0,15.016949152542374,14.22542372881356,0.0,79.78508952436204,-18.66914534650171
2023-09-30 06:00:00+09:00,100.0,17.16742043551089,81.0,1014.0,9.6,3.0,1.6416582914572864,0.0,15.455737704918032,6.640983606557377,0.0,88.66289437671435,-6.426182395809766
2023-09-30 07:00:00+09:00,100.0,17.03,85.0,1014.0,6.9,12.0,1.1534343434343435,0.0,14.6,11.246666666666668,0.0,97.260464998207,5.8626471494670565
2023-09-30 08:00:00+09:00,100.0,15.725300518134716,85.0,1014.0,4.757274611398964,36.57253886010363,0.7017098445595854,0.0,14.606666666666666,9.643333333333333,0.0,106.39456124775961,17.908170424373022
2023-09-30 09:00:00+09:00,100.0,16.23579064587973,80.06013363028953,1013.0200445434299,2.9411804008908686,82.39866369710468,0.19066815144766136,0.0,14.813333333333334,8.163333333333334,0.03333333333333333,116.99490229430558,29.347798427617747
2023-09-30 10:00:00+09:00,100.0,16.033218884120174,76.99678111587983,1013.0,1.408857296137339,109.82296137339056,0.0,0.0,15.2,12.9,1.0,130.3011897217748,39.60819045535988
2023-09-30 11:00:00+09:00,100.0,17.079137542277337,75.0,1013.0,0.7,0.0,0.0,0.0,15.050819672131148,16.1,1.1475409836065573,147.82079206503738,47.70608381208606
2023-09-30 12:00:00+09:00,99.0,19.03,72.0,1013.0,1.93,325.0,0.0,0.0,14.093333333333334,16.313333333333336,3.933333333333333,170.16823397864755,52.15172491552912
2023-09-30 13:00:00+09:00,79.0,18.9061653718091,70.0,1013.0,2.9,325.0,0.0,0.0,13.94,22.286666666666665,2.1,194.550490000524,51.62151240884867
2023-09-30 14:00:00+09:00,64.0,19.5739766407119,70.0,1012.0,4.29,321.0,0.0,0.0,15.103333333333333,16.1,4.966666666666667,215.9983481943354,46.29836789060701
2023-09-30 15:00:00+09:00,53.25536480686695,22.03,71.97263948497854,1011.9908798283262,5.345289699570816,329.0273605150215,0.001276824034334764,0.0,15.2,16.316949152542374,3.9322033898305087,232.54323554073275,37.650965735960234
2023-09-30 16:00:00+09:00,81.0,20.744924454392837,69.0,1011.0,5.92,332.0,0.0026636821488528195,0.0,15.190163934426229,22.185245901639345,2.0,245.17037102448123,27.082159893551253
2023-09-30 17:00:00+09:00,84.0,20.886709354120267,70.0,1011.0,6.15,338.0,0.014838530066815125,0.0,15.026666666666667,16.1,1.9666666666666666,255.36973706336454,15.473973576650058
2023-09-30 18:00:00+09:00,90.0,20.863229224762968,72.0,1012.0,5.81,339.0,0.0,0.0,15.81,16.313333333333336,0.9666666666666667,264.3052593568174,3.3416127648142138
2023-09-30 19:00:00+09:00,92.0,21.03,74.0,1012.0,5.75,335.0,0.0,0.0,16.10666666666667,22.286666666666665,0.0,272.8642311766015,-8.978311953334567
2023-09-30 20:00:00+09:00,91.0,20.03,77.02911051212938,1012.0,5.358156334231806,338.97088948787064,0.0,0.0,16.3,16.1,0.0,281.8650623317402,-21.20126713588826
