time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation,Predicted
2023-09-30 01:00:00+09:00,100.0,21.952833240379253,56.0,1013.0,5.31,350.0,0.0,0.0,13.736363636363636,20.725454545454543,0.0,16.414860242782538,-56.66896671848251,0.5117827
2023-09-30 02:00:00+09:00,100.0,20.030545256270447,57.00654307524537,1013.0,6.921352235550708,349.9994547437296,0.0003217011995637,0.0,14.8421875,16.1,0.0,39.91071898889391,-50.80510430431804,-1.5322748
2023-09-30 03:00:00+09:00,91.19922523519644,21.186458218040958,61.1770890979524,1012.022136137244,7.600730492529053,345.0885445489762,1.0593746541228557,0.0,15.98,15.94,0.0,57.05859508220573,-41.55613850557769,-1.4628032
2023-09-30 04:00:00+09:00,100.0,20.03,76.0,1012.0,11.318817145957675,355.63103635377104,0.5611177428106349,0.0,15.570491803278689,12.978688524590163,0.0,69.6935326450228,-30.5434153560698,-0.35311997
2023-09-30 05:00:00+09:00,100.0,17.945550586920067,76.0,1012.0,10.23,16.0,2.356920067076579,0.0,15.016949152542374,14.22542372881356,0.0,79.78508952436204,-18.66914534650171,-1.9152106
2023-09-30 06:00:00+09:00,100.0,17.16742043551089,81.0,1014.0,9.6,3.0,1.6416582914572864,0.0,15.455737704918032,6.640983606557377,0.0,88.66289437671435,-6.426182395809766,-1.0036504
2023-09-30 07:00:00+09:00,100.0,17.03,85.0,1014.0,6.9,12.0,1.1534343434343437,0.0,14.6,11.246666666666668,0.0,97.260464998207,5.8626471494670565,1.1146241
2023-09-30 08:00:00+09:00,100.0,15.725300518134716,85.0,1014.0,4.757274611398964,36.57253886010363,0.7017098445595854,0.0,14.606666666666666,9.643333333333333,0.0,106.3945612477596,17.908170424373022,3.1841905
2023-09-30 09:00:00+09:00,100.0,16.23579064587973,80.06013363028953,1013.02004454343,2.9411804008908686,82.39866369710468,0.1906681514476613,0.0,14.813333333333334,8.163333333333334,0.0333333333333333,116.99490229430558,29.347798427617747,8.054214
2023-09-30 10:00:00+09:00,100.0,16.033218884120174,76.99678111587983,1013.0,1.408857296137339,109.82296137339056,0.0,0.0,15.2,12.9,1.0,130.3011897217748,39.60819045535988,18.852295
2023-09-30 11:00:00+09:00,100.0,17.079137542277337,75.0,1013.0,0.7,0.0,0.0,0.0,15.050819672131148,16.1,1.147540983606557,147.82079206503738,47.70608381208606,23.101788
2023-09-30 12:00:00+09:00,99.0,19.03,72.0,1013.0,1.93,325.0,0.0,0.0,14.093333333333334,16.313333333333336,3.933333333333333,170.16823397864755,52.15172491552912,50.705795
2023-09-30 13:00:00+09:00,79.0,18.9061653718091,70.0,1013.0,2.9,325.0,0.0,0.0,13.94,22.286666666666665,2.1,194.550490000524,51.62151240884867,45.160156
2023-09-30 14:00:00+09:00,64.0,19.5739766407119,70.0,1012.0,4.29,321.0,0.0,0.0,15.103333333333332,16.1,4.966666666666667,215.9983481943354,46.29836789060701,60.7875
2023-09-30 15:00:00+09:00,53.25536480686695,22.03,71.97263948497854,1011.9908798283262,5.345289699570816,329.0273605150215,0.0012768240343347,0.0,15.2,16.316949152542374,3.9322033898305087,232.54323554073275,37.65096573596024,54.927235
2023-09-30 16:00:00+09:00,81.0,20.74492445439284,69.0,1011.0,5.92,332.0,0.0026636821488528,0.0,15.190163934426227,22.185245901639345,2.0,245.17037102448123,27.082159893551253,37.43236
2023-09-30 17:00:00+09:00,84.0,20.886709354120267,70.0,1011.0,6.15,338.0,0.0148385300668151,0.0,15.026666666666667,16.1,1.9666666666666663,255.3697370633645,15.473973576650058,32.10998
2023-09-30 18:00:00+09:00,90.0,20.863229224762968,72.0,1012.0,5.81,339.0,0.0,0.0,15.81,16.313333333333336,0.9666666666666668,264.3052593568174,3.3416127648142138,19.50346
2023-09-30 19:00:00+09:00,92.0,21.03,74.0,1012.0,5.75,335.0,0.0,0.0,16.10666666666667,22.286666666666665,0.0,272.8642311766015,-8.978311953334567,7.00367
2023-09-30 20:00:00+09:00,91.0,20.03,77.02911051212938,1012.0,5.358156334231806,338.97088948787064,0.0,0.0,16.3,16.1,0.0,281.8650623317402,-21.20126713588826,2.9598043
2023-09-30 21:00:00+09:00,93.93996664813784,20.03,80.0,1012.0,4.856403557531962,343.83991106170095,0.0,0.0,16.305357142857144,16.442857142857143,0.0,292.2955738564734,-32.987785851278424,0.24060464
2023-09-30 22:00:00+09:00,79.0,19.03,80.0,1013.0,4.52,333.0,0.0,0.0,16.35625,21.8,0.0,305.61058990764764,-43.79296629915144,-3.1137033
2023-09-30 23:00:00+09:00,55.39792746113989,20.613305699481867,80.0,1013.0,4.716683937823834,328.08290155440415,0.0,0.0,16.0,16.1,0.0,323.9304944153589,-52.59662303678996,-3.667811
2023-10-01 00:00:00+09:00,40.0,18.03,79.0,1013.0,5.53,326.0,0.0,0.0,15.9,16.1,0.0,348.8001733420259,-57.61521229695367,-7.1304073
2023-10-01 01:00:00+09:00,39.0,19.03,77.0,1012.0,5.94,326.0,0.0,0.0,16.21333333333333,22.07333333333333,0.0,16.72842736547807,-57.02693818001632,-1.8523529
2023-10-01 02:00:00+09:00,39.98710370768404,18.04289629231596,75.0,1012.0,6.145287479849543,331.08382590005374,0.0,0.0,16.62666666666667,9.913333333333332,0.0,40.34860261131621,-51.09044301092807,-3.4221294
2023-10-01 03:00:00+09:00,45.82569832402235,20.793005586592177,75.0,1012.0,5.962223463687151,340.0871508379888,0.0,0.0,17.349999999999998,16.206666666666667,0.0,57.498008794005045,-41.77920760102716,-1.898298
2023-10-01 04:00:00+09:00,100.0,18.03543183052689,74.98370450841934,1013.0,6.3905975013579575,350.9674090168387,0.0,0.0,15.873333333333331,19.19333333333333,0.0,70.1029254634085,-30.72617886954348,-0.86208254
2023-10-01 05:00:00+09:00,100.0,19.03,72.0,1013.0,6.5,345.0,0.0,0.0,15.09,16.1,0.0,80.16819627859263,-18.829954033887685,0.8637575
2023-10-01 06:00:00+09:00,100.0,19.021327913279134,67.9739837398374,1014.0,7.422341463414634,339.9913279132791,0.0,0.0,14.8,16.313333333333336,0.0,89.03136856115691,-6.5792002532929095,2.8462179
