time,Predicted
2023-09-30 01:00:00+09:00,-1.5388598
2023-09-30 02:00:00+09:00,-2.1392393
2023-09-30 03:00:00+09:00,-2.1254725
2023-09-30 04:00:00+09:00,-1.221997
2023-09-30 05:00:00+09:00,-1.7056831
2023-09-30 06:00:00+09:00,-0.31095168
2023-09-30 07:00:00+09:00,1.4116421
2023-09-30 08:00:00+09:00,3.5723615
2023-09-30 09:00:00+09:00,8.38495
2023-09-30 10:00:00+09:00,18.927057
2023-09-30 11:00:00+09:00,23.029408
2023-09-30 12:00:00+09:00,49.894485
2023-09-30 13:00:00+09:00,44.61478
2023-09-30 14:00:00+09:00,60.08372
2023-09-30 15:00:00+09:00,53.943344
2023-09-30 16:00:00+09:00,36.821007
2023-09-30 17:00:00+09:00,31.58422
2023-09-30 18:00:00+09:00,19.236946
2023-09-30 19:00:00+09:00,6.82093
2023-09-30 20:00:00+09:00,2.9683912
2023-09-30 21:00:00+09:00,-0.114456
2023-09-30 22:00:00+09:00,-3.497878
2023-09-30 23:00:00+09:00,-4.47675
2023-10-01 00:00:00+09:00,-7.1191053
2023-10-01 01:00:00+09:00,-4.2293115
2023-10-01 02:00:00+09:00,-4.008633
2023-10-01 03:00:00+09:00,-2.7824347
2023-10-01 04:00:00+09:00,-1.4276508
2023-10-01 05:00:00+09:00,0.82214034
2023-10-01 06:00:00+09:00,3.3602822
2023-10-01 07:00:00+09:00,6.07511
2023-10-01 08:00:00+09:00,19.802807
2023-10-01 09:00:00+09:00,31.853554
2023-10-01 10:00:00+09:00,52.805607
2023-10-01 11:00:00+09:00,65.40558
2023-10-01 12:00:00+09:00,78.75182
2023-10-01 13:00:00+09:00,86.49349
2023-10-01 14:00:00+09:00,83.95336
2023-10-01 15:00:00+09:00,74.00429
2023-10-01 16:00:00+09:00,51.77123
2023-10-01 17:00:00+09:00,31.164974
2023-10-01 18:00:00+09:00,25.726114
2023-10-01 19:00:00+09:00,12.051404
2023-10-01 20:00:00+09:00,7.01478
2023-10-01 21:00:00+09:00,2.6361082
2023-10-01 22:00:00+09:00,-2.5190072
2023-10-01 23:00:00+09:00,-3.168623
