time,Predicted
2023-09-30 01:00:00+09:00,0.0
2023-09-30 02:00:00+09:00,0.0
2023-09-30 03:00:00+09:00,0.0
2023-09-30 04:00:00+09:00,0.0
2023-09-30 05:00:00+09:00,0.0
2023-09-30 06:00:00+09:00,0.0
2023-09-30 07:00:00+09:00,1.411642074584961
2023-09-30 08:00:00+09:00,3.572361469268799
2023-09-30 09:00:00+09:00,8.384949684143066
2023-09-30 10:00:00+09:00,18.92705726623535
2023-09-30 11:00:00+09:00,23.029407501220703
2023-09-30 12:00:00+09:00,49.89448547363281
2023-09-30 13:00:00+09:00,44.61478042602539
2023-09-30 14:00:00+09:00,60.08372116088867
2023-09-30 15:00:00+09:00,53.94334411621094
2023-09-30 16:00:00+09:00,36.821006774902344
2023-09-30 17:00:00+09:00,31.58422088623047
2023-09-30 18:00:00+09:00,19.23694610595703
2023-09-30 19:00:00+09:00,6.820930004119873
2023-09-30 20:00:00+09:00,2.968391180038452
2023-09-30 21:00:00+09:00,0.0
2023-09-30 22:00:00+09:00,0.0
2023-09-30 23:00:00+09:00,0.0
2023-10-01 00:00:00+09:00,0.0
